name;currency;experience;location;skills;link
Career Opportunities: Technical Lead (46298);USD;7-9;Mexico;data visualization, tableau proficiency, etl processes, database management, data modeling, business requirements, bi, dashboards, data science, program manager, telecom, oracle, consulting, domain expert;n/a
Research Scientist, Last Mile Science;USD;3-5;Bengaluru;machine learning models, programming languages, neural deep learning, data science applications, algorithm design, c, program management, java, perl, big data, python, written communication;n/a
Principal Applied Scientist;USD;6-9;Redmond;machine learning techniques, knowledge graph building, llm generative ai, natural language processing, data science applications, conference, data mining, pattern recognition, san, information retrieval;n/a
Principal Applied Science Manager;USD;6-8;Redmond;machine learning expertise, data science knowledge, people management, generative ai experience, research and development, production, model development, innovation, implementation, documentation, data collection, cutting;n/a
Principal Integrated Insights Lead - Data & Analytics;USD;5-10;Poland;data analysis techniques, communication skills, strategic analytics, problem solving abilities, project management experience, visualization, sql, data science, data visualization, advanced analytics, data analytics;n/a
Senior Applied AI Scientist;USD;7-10;Hyderabad/Secunderabad;ai, ml system design, production ready code, llm frameworks expertise, cloud platforms experience, data science proficiency, orchestration, artificial intelligence, security, java, c#, python;n/a
Career Opportunities: Lead Business Analyst (45544);USD;10-13;Mexico;analytical skills, communication abilities, business analytics tools, data driven insights, stakeholder collaboration, data analytics, consulting, domain expert, dashboards, data science, program manager, telecom;n/a
Career Opportunities: Technical Lead (46298);USD;7-9;Mexico;data visualization, tableau proficiency, etl processes, database management, data modeling, business requirements, bi, dashboards, data science, program manager, telecom, oracle, consulting, domain expert;n/a
Career Opportunities: Product Owner (45890);USD;11-12;Mexico;product management, agile methodologies, market research, user story development, leadership skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Lead Business Analyst (45544);USD;10-13;Mexico;business analytics tools, data driven insights, stakeholder collaboration, strategic planning, analytical skills, data analytics, consulting, domain expert, dashboards, data science, program manager, telecom;n/a
Career Opportunities: Data Modeler (45409);USD;8-11;Mexico;data modeling techniques, sql proficiency, data profiling, database design, analytical skills, business requirements, data science, program manager, telecom, consulting, domain expert, data governance;n/a
Senior Data Analyst;USD;0;Mumbai;data analytics, big data analytics, data mining, data reports, data analyst, database, data science, data scientist, analyst;n/a
Program Analyst II;USD;7-10;Pune;supply chain management, data analytics expertise, project leadership skills, dashboard development, python programming, business requirements, bi, dashboards, pmp, data science, analyst;n/a
Research Scientist, Last Mile Science;USD;3-5;Bengaluru;machine learning models, programming languages, neural deep learning, data science applications, algorithm design, c, program management, java, perl, big data, python, written communication;n/a
Research Intern, PhD, Summer 2026;USD;0;Canada;natural language understanding, machine learning, deep learning, data science, programming languages, c, data mining, storage, artificial intelligence, java, python, javascript, infrastructure;n/a
Principal Integrated Insights Lead - Data & Analytics;USD;5-10;Poland;data analysis techniques, communication skills, strategic analytics, problem solving abilities, project management experience, visualization, sql, data science, data visualization, advanced analytics, data analytics;n/a
Senior Applied AI Scientist;USD;7-10;Hyderabad/Secunderabad;ai, ml system design, production ready code, llm frameworks expertise, cloud platforms experience, data science proficiency, orchestration, artificial intelligence, security, java, c#, python;n/a
Career Opportunities: Technical Lead (46298);USD;7-9;Mexico;data visualization, tableau proficiency, etl processes, database management, data modeling, business requirements, bi, dashboards, data science, program manager, telecom, oracle, consulting, domain expert;n/a
Career Opportunities: Product Owner (45890);USD;11-12;Mexico;product management, agile methodologies, market research, user story development, leadership skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Lead Business Analyst (45544);USD;10-13;Mexico;business analytics tools, data driven insights, stakeholder collaboration, strategic planning, analytical skills, data analytics, consulting, domain expert, dashboards, data science, program manager, telecom;n/a
Career Opportunities: Data Modeler (45409);USD;8-11;Mexico;data modeling techniques, sql proficiency, data profiling, database design, analytical skills, business requirements, data science, program manager, telecom, consulting, domain expert, data governance;n/a
senior data scientist;USD;5-8;Pune;predictive modeling, data analysis techniques, client communication, data visualization, statistical methods, consulting, predictive analytics, dashboards, security, data science, data scientist, logistic regression;n/a
Solution Architect, VP;USD;10-13;Gurugram;solution architecture, machine learning workflow, data visualization, agile methodologies, technical design, emr, solution design, data science, solution delivery, tableau, infrastructure, statistical analysis;n/a
Director of AI Governance, Strategy & Technical Product Management;USD;10-13;Bengaluru;ai governance framework, ethical ai practices, stakeholder engagement, cross functional leadership, risk management compliance, data science, use cases, information management, director, data governance;n/a
Data Scientist II Analytics;USD;2-5;Gurugram;data science expertise, predictive modeling, sql proficiency, python programming, data visualization, h1, learning, talent acquisition, leave, workforce, communication, career development;n/a
Senior Data Scientist;USD;3-4;Redmond;data science expertise, machine learning application, ai solutions development, language models tuning, data engineering skills, product development, innovation, implementation, cutting, harness;n/a
Principal Applied AI Engineer;USD;6-9;San Francisco;data science expertise, machine learning development, python programming, generative ai applications, data integration solutions, bi, sql, security, postgresql, c#, san, messaging;n/a
2026 University Graduate - User Experience Researcher;USD;1-3;San Francisco;user research, data storytelling, statistical analysis, cross functional communication, inclusive design, bi, spss, multivariate analysis, text analytics, sql, data science, san;n/a
Marketing Analyst;USD;1-5;Mumbai;data analysis, power bi dashboards, sql proficiency, python programming, statistical forecasting, visualization, business solutions, data science, customer analytics, business reporting, infrastructure;n/a
Career Opportunities: Lead Business Analyst (45544);USD;10-13;Mexico;data analysis, business analytics, stakeholder collaboration, reporting tools, process optimization, data analytics, consulting, domain expert, dashboards, data science, program manager, telecom;n/a
Career Opportunities: Data Modeler (45409);USD;8-11;Mexico;data modeling techniques, sql proficiency, data profiling, database design, analytical skills, business requirements, data science, program manager, telecom, consulting, domain expert, data governance;n/a
Data Analyst;USD;1-3;Delhi, Delhi/NCR;data analytics, big data analytics, data mining, data reports, data analyst, database, data science, data scientist, analyst;n/a
Senior Data Analyst;USD;0;Delhi, Delhi/NCR;data analytics, big data analytics, data mining, data reports, data analyst, database, data science, data scientist, analyst;n/a
Deputy Manager - PL - Prime - T1;USD;2-3;Bengaluru;data science expertise, team management skills, sales & target fulfillment, customer complaint resolution, data management proficiency, insurance, loans, portfolio, query resolution, deputy manager, risk;n/a
Data & Analytics Analyst, AVP;USD;5-8;Gurugram;data analysis expertise, stakeholder engagement, data visualization techniques, analytics software proficiency, leadership and coaching, advanced analytics, consulting, business solutions, tableau, data science;n/a
senior data scientist;USD;5-8;Pune;predictive modeling, data analysis techniques, client communication, data visualization, statistical methods, consulting, predictive analytics, dashboards, security, data science, data scientist, logistic regression;n/a
Solution Architect, VP;USD;10-13;Gurugram;solution architecture, machine learning workflow, data visualization, agile methodologies, technical design, emr, solution design, data science, solution delivery, tableau, infrastructure, statistical analysis;n/a
Sr Product Manager - Store Operations;USD;6-9;Bengaluru;product strategy development, data analytics proficiency, agile project management, cross functional leadership, customer centric approach, product roadmap, user stories, data science;n/a
Sr. Technical Product Manager - Content Management Systems;USD;5-8;Bengaluru;product management, agile methodology, user story writing, cross functional collaboration, technical communication, business requirements, user stories, data science, software product management;n/a
Senior Analyst;USD;2-5;Thane;data analysis techniques, bi dashboard creation, sql proficiency, machine learning tools, data visualization expertise, business analytics, business analyst, dashboards, data analyst, data science;n/a
Career Opportunities: Engagement Manager (45317);USD;8-12;Mexico;project coordination, stakeholder management, data analytics, cloud platforms, risk management, requirement gathering, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Data Scientist II;USD;3-5;Bengaluru;machine learning expertise, statistical data analysis, data visualization tools, model evaluation techniques, coding in python, dashboards, data science, data scientist, tableau;n/a
Data & Analytics Analyst;USD;3-5;Gurugram;data management principles, advanced analytics proficiency, data visualization techniques, business intelligence tooling, strong communication skills, consulting, business solutions, tableau, data science, analyst;n/a
Manager, Product Management;USD;5-7;Pune;product strategy development, data analytics utilization, cross functional leadership, compliance & risk management, user experience optimization, product roadmap, security, data science, payment systems;n/a
Sr. Technical Product Manager - Content Management Systems;USD;5-8;Bengaluru;product management, agile methodology, user story writing, cross functional collaboration, technical communication, business requirements, user stories, data science, software product management;n/a
Data Scientist;USD;5-8;Bengaluru;data science solutions, machine learning models, data visualization expertise, sql query optimization, stakeholder communication, personal skills, interpersonal skills, workforce, creative thinking;n/a
Associate Product Manager;USD;1-3;Hyderabad/Secunderabad;product management, data analysis, stakeholder collaboration, market research, user story development, data warehousing, product roadmap, user stories, sql, data science, data analytics;n/a
Technical Program Manager II - Intel Operations;USD;2-3;San Francisco, New York City;technical program management, data analysis systems, intelligence operations, data governance, cross functional collaboration, business requirements, bi, security, data science, program manager, san, tableau, rfi;n/a
Staff Integrated Insights Lead - Data & Analytics;USD;5-10;Poland;insights strategy development, data analysis techniques, cross functional collaboration, reporting and visualization, stakeholder engagement, bi, sql, data science, data visualization, advanced analytics, data analytics;n/a
Senior Data Scientist;USD;5-10;Netherlands;data science expertise, machine learning models, statistical analysis, customer oriented solutions, ai, ml deployment, business solutions, data scientist, debugging, data analysis, predictive analytics, infrastructure;n/a
Career Opportunities: Associate Director - Product Management (46157);USD;13-15;Mexico;product management principles, agile methodologies, market research analysis, communication skills, leadership abilities, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Data and Analytics Specialist;USD;5-6;Bengaluru;data science expertise, machine learning proficiency, statistical analysis background, programming in python, visualization techniques, amp, process improvement, ideas, data collection, cutting, maintenance;n/a
Principal Applied AI Engineer;USD;5-6;Hyderabad/Secunderabad;machine learning expertise, ai model fine tuning, production grade software, data science proficiency, llm frameworks experience, orchestration, artificial intelligence, security, java, c#, python;n/a
Data Analytics Sales Specialist, Google Cloud (English, Korean);USD;10-13;South Korea;data analytics expertise, sales experience, bilingual communication, business intelligence, problem solving, data warehousing, data science, use cases, predictive analytics, mobile, data governance;n/a
Principal Applied Scientist;USD;6-10;Redmond;data science expertise, machine learning proficiency, predictive analytics, python development, ai solution development, security, debugging, software engineering, api, san, production environment, infrastructure;n/a
Career Opportunities: Data Modeler (45409);USD;8-11;Mexico;data modeling principles, database design, sql proficiency, data profiling, optimization techniques, business requirements, data science, program manager, telecom, consulting, domain expert, data governance;n/a
Career Opportunities: Product Owner (46325);USD;8-10;Mexico;product management, agile methodologies, market research, team leadership, communication skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Associate Director - Product Management (46157);USD;13-15;Mexico;product management, agile methodologies, market research, communication skills, leadership skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Lead Business Analyst (45544);USD;10-13;Mexico;data analysis, stakeholder collaboration, business optimization, report generation, communication skills, data analytics, consulting, domain expert, business analytics, dashboards, data science, program manager, telecom;n/a
PMO Management Information Systems Lead;USD;3-5;Mumbai, Pune;data analysis, data visualization, project management, communication skills, attention to detail, bi, dashboards, sql, security, data science, business analytics, tableau, statistical analysis;n/a
Career Opportunities: Product Owner (45507);USD;8-10;Mexico;product management, agile methodologies, market research, team leadership, communication skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Senior Engineer - Data Analytics;USD;5-10;Hyderabad/Secunderabad;data science life cycle, machine learning techniques, python programming expertise, cloud platforms experience, data visualization tools, algorithms, data mining, microsoft azure, problem solving;n/a
Product Owner - Manufacturing Engineering D&AI;USD;5-7;Bengaluru;data & ai expertise, product management skills, agile methodology, business process understanding, cross functional collaboration, product roadmap, data science, use cases, user training, infrastructure;n/a
Advanced Analytics Programming Specialist;USD;6-9;Bengaluru;data science expertise, machine learning models, statistical analysis techniques, python programming skills, data visualization proficiency, amp, process improvement, ideas, data collection, cutting, maintenance;n/a
Intern at GSK Pharma India;USD;0;Mumbai;data analysis skills, excel proficiency, analytical thinking, attention to detail, time management, dashboards, data science, data analytics, written communication;n/a
Lead Analyst - External Intelligence;USD;2-4;Bengaluru;data analysis  market monitoring  insight generation  communication skills  project management, visualization, intelligence analyst, bi, sql, data science, data visualization, advanced analytics, lead analyst, tableau;n/a
Senior Data Scientist;USD;4-7;Navi Mumbai;data science expertise   machine learning models   sql database management   natural language processing   statistical analysis techniques, technical leader, information technology, docker, security, rest, python;n/a
Data and Solution Manager;USD;2-5;Bengaluru;data analysis techniques, business intelligence solutions, program management skills, data visualization expertise, stakeholder collaboration, dashboards, data science, business analysis, data analyst, data governance;n/a
Data Engineer Lead;USD;1-4;Hyderabad/Secunderabad;data engineering practices, python development, snowflake architecture, tableau visualization, agile methodologies, dashboards, cpg, data governance, bi, data warehousing, security, data science, statistical modeling, telecom;n/a
Deputy Area Manager - PL - Prime - T1;USD;2-3;Bengaluru;data science expertise, team leadership ability, sales management skills, data management proficiency, customer resolution skills, channel sales, team handling, area manager, marketing, build;n/a
Career Opportunities: Associate Director - Product Management (46157);USD;13-15;Mexico;product management, agile methodologies, market research, cross functional collaboration, leadership skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Business Analyst;USD;0;Mumbai;data analytics, big data analytics, bi, business analyst, data science, data visualization;n/a
Principal Data Analyst - Digital Health;USD;7-10;Bengaluru;data preparation, data visualization, sql proficiency, machine learning, analytical thinking, bi, dashboards, data science, use cases, data analytics, business analytics, tableau, analyst;n/a
Lead Business Analyst  Finance Analytics & AI;USD;5-10;Chennai;business analysis, analytics projects, data management, finance business processes, sap analytics, bi, business requirements gathering, data science, use cases, business analytics, lead business analyst;n/a
Data Analyst;USD;3-6;Chennai;predictive analytics, data visualization, statistical procedures, python proficiency, strategic thinking, sql, data science, data analyst, tableau, consultant, statistical analysis;n/a
Quantitative Analyst;USD;2-5;Bengaluru;data analytics, quantitative analysis, actuarial models, data visualization, programming skills, bi, dashboards, sql, database, java, data science, data analysis, tableau, forms;n/a
Senior Data Scientist;USD;7-10;Pune;data science expertise, machine learning techniques, python programming proficiency, advanced statistics knowledge, project management skills, hive, sql, security, hadoop, big data, impala;n/a
Manager Digital Performance;USD;10-13;Hyderabad/Secunderabad;data analysis expertise, digital marketing knowledge, e commerce strategy, stakeholder management, reporting tools proficiency, dashboards, data science, director, consulting, business analysis, tableau, written communication;n/a
Business Process Analyst;USD;3-5;Hyderabad/Secunderabad;data analysis, sql proficiency, python programming, quality control, business analytics, dashboards, security, data science, use cases, software engineering, data visualization, oracle, business process, analyst;n/a
Career Opportunities: Senior Domain Specialist (46420);USD;4-6;Mexico;data analysis  dashboard design  sql proficiency  data visualization  communication skills, bi, dashboards, data science, program manager, telecom, consulting, domain expert, data reports, tableau, data governance;n/a
Career Opportunities: Product Owner (45507);USD;8-10;Mexico;product management principles, agile methodologies, market research analysis, team leadership skills, communication skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Assistant Data Scientist;USD;0;Chennai;machine learning models, python programming, data science methodologies, problem solving, communication skills, business partner, interpersonal skills, workforce, immigration, creative thinking;n/a
Industrial Data Scientist;USD;3-4;Bengaluru;data science techniques, predictive modeling, computational modeling, machine learning frameworks, data visualization tools, devops, software engineering, python, software testing, bi, security, natural language processing;n/a
Senior Business Analyst;USD;3-4;Bengaluru, Mumbai;business analysis, customer relationship management, technical presentation, data science knowledge, machine learning insight, proposal writing, requirement gathering, cpg, senior business analyst, infrastructure;n/a
Product Analyst II;USD;6-10;Gurugram;business analytics expertise, data science skills, statistical modelling knowledge, sql and python proficiency, dashboard development experience, data analytics, bi, dashboards, tableau, data visualization;n/a
Analytics Engagement Advisor Job Details | ExxonMobil;USD;5-8;Bengaluru, Mumbai;data analysis tools, communication skills, problem solving, data visualization, agile product management, use cases, data analytics, bi, sql, security, database, data science, tableau, consultant;n/a
SENIOR DATA SCIENTIST;USD;8-11;Bengaluru, Chennai;data analytics knowledge, machine learning algorithms, predictive modeling expertise, python & sql proficiency, visualization tools mastery, bi, regression analysis, data science, data analysis, sas, tableau;n/a
Career Opportunities: Technical Lead (46297);USD;7-9;Mexico;data visualization, database management, etl processes, data modeling, communication skills, business requirements, bi, dashboards, data science, program manager, telecom, oracle, consulting, domain expert, tableau;n/a
Career Opportunities: Associate Director - Product Management (46157);USD;13-15;Mexico;product management principles, agile methodologies, market research analysis, communication skills, leadership abilities, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Product Owner (45608);USD;8-10;Mexico;product management principles, agile methodologies, market research analysis, communication skills, leadership experience, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Technical Lead (46297);USD;7-9;Mexico;data visualization   database management   etl processes   team collaboration   communication skills, business requirements, bi, dashboards, data science, program manager, telecom, oracle, consulting, domain expert, tableau;n/a
DataScience Tools admin (L09);USD;2-3;Hyderabad/Secunderabad;data science tools, python programming, cloud computing, kubernetes management, etl processes, hive, information technology, storage, security, iam, devops, hadoop, technical skills, exceptions, infrastructure, hdfs, splunk;n/a
Data Analyst;USD;7-10;Mumbai;data analysis techniques, bi tools expertise, sql database management, data governance standards, team leadership skills, dashboards, data science, cpg, data analytics, business analytics, alteryx, tableau;n/a
Business Analyst, SPT AIT Analytics;USD;5-8;Hyderabad/Secunderabad;data analysis techniques, business intelligence tools, sql query optimization, data visualization expertise, statistical problem solving, business analyst, dashboards, data science, sas, data analyst, tableau, vba;n/a
Lead, GTM Strategy & Analytics;USD;6-9;Bengaluru, Pune;data analytics development, predictive analytics models, crm data integrity, business intelligence tools, process automation initiatives, bi, dashboards, sql, data science, customer success, business analysis, tableau;n/a
Data Scientist Job Details | Alghanim Industries;USD;3-5;Kuwait City;data mining techniques, advanced analytics, predictive modeling, statistical analysis, data visualization, bi, sql, data science, data scientist, text mining, data analytics, predictive analytics, tableau, infrastructure;n/a
Career Opportunities: Product Owner (45507);USD;8-10;Mexico;product management principles, agile methodologies, market research analysis, team leadership skills, communication skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Senior Domain Specialist (46418);USD;4-6;Mexico;data visualization, sql proficiency, dashboard design, data analysis, communication skills, bi, dashboards, data science, program manager, telecom, consulting, domain expert, data reports, tableau, data governance;n/a
Career Opportunities: Senior Domain Specialist (46420);USD;4-6;Mexico;data visualization, sql proficiency, dashboard design, data analysis, etl tools, bi, dashboards, data science, program manager, telecom, consulting, domain expert, data reports, tableau, data governance;n/a
Career Opportunities: Product Manager (45990);USD;1-4;Mexico;product management principles, strategy development, market research, effective communication, leadership skills, product roadmap, user stories, data science, program manager, telecom, consulting, domain expert, infrastructure security;n/a
Career Opportunities: Associate Director - Product Management (46157);USD;13-15;Mexico;product management principles, agile methodologies experience, market research skills, communication skills, leadership abilities, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Machine Learning Engineer;USD;3-6;Bengaluru;machine learning techniques, data science solutions, software development practices, programming in python, continuous integration deployment, c, sql, security, database, git, devops, natural language processing;n/a
Data Analytics Sales Specialist, Google Cloud (English, Thai);USD;10-13;Thailand;data analytics expertise, software sales experience, stakeholder influence, business acumen, solution differentiation, data warehousing, data science, use cases, predictive analytics, mobile, data governance;n/a
Lead Data Scientist;USD;9-12;Pune;data science expertise, machine learning knowledge, sql proficiency, python programming, problem solving skills, artificial intelligence, software engineering, storage, database, security, postgresql, linux, hadoop;n/a
Senior Data Analyst - Copilot;USD;2-8;Redmond;data analysis techniques, statistical modeling, data visualization tools, user engagement metrics, collaborative problem solving, bi, dashboards, data science, san, data analytics, data analyst;n/a
Principal Applied AI Engineer;USD;9-12;Hyderabad/Secunderabad;end to end ai systems, data science expertise, programming proficiency, llm frameworks experience, machine learning applications, orchestration, artificial intelligence, security, java, c#, python;n/a
Career Opportunities: Associate Director - Product Management (46157);USD;13-15;Mexico;product management principles, agile methodologies, market research analysis, communication skills, leadership abilities, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Product Owner (45608);USD;8-10;Mexico;product management principles, agile methodologies, market research analysis, communication skills, leadership experience, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Technical Lead (46297);USD;7-9;Mexico;data visualization   database management   etl processes   team collaboration   communication skills, business requirements, bi, dashboards, data science, program manager, telecom, oracle, consulting, domain expert, tableau;n/a
Career Opportunities: Architect (46521);USD;1-4;Mexico;aws cloud services, technical coding language, data engineering techniques, digital transformation strategies, software development lifecycle, consulting, domain expert, data science, program manager, telecom;n/a
Career Opportunities: Data Modeler (45409);USD;8-11;Mexico;data modeling techniques, sql proficiency, data governance standards, database design, data quality analysis, business requirements, data science, program manager, telecom, consulting, domain expert;n/a
Process Analyst;USD;1-3;Bengaluru, Chennai, Gurugram, Mumbai;data analysis expertise, sql proficiency, process improvement, gap analysis, user acceptance testing, data analytics, business analysis, process analyst, data science;n/a
Associate;USD;1-3;Bengaluru;java development, cloud engineering, data science, problem solving, machine learning, big data, python, nosql, scala, database, software engineer, sem, san, spring boot;n/a
Senior Data Scientist;USD;4-7;Navi Mumbai;machine learning models, data science techniques, sql database experience, financial data analysis, natural language processing, technical leader, information technology, docker, security, rest, python;n/a
Deputy Manager/ Manager -Data Analyst;USD;2-5;Delhi;data analysis techniques, data visualization tools, statistical software proficiency, report preparation skills, collaborative teamwork, bi, security, data science, data analyst, tableau, written communication;n/a
Solutions Architect, AI Hyperscalers;USD;4-7;Canada;ai, ml solutions, technical engagement, python proficiency, cloud infrastructure, data science, cuda, artificial intelligence, docker, linux, machine learning, computer graphics, high performance computing;n/a
Lead Data Scientist;USD;9-12;Pune;data science expertise, machine learning knowledge, sql proficiency, python programming, problem solving skills, artificial intelligence, software engineering, storage, database, security, postgresql, linux, hadoop;n/a
Principal Applied AI Engineer;USD;9-12;Hyderabad/Secunderabad;end to end ai systems, data science expertise, programming proficiency, llm frameworks experience, machine learning applications, orchestration, artificial intelligence, security, java, c#, python;n/a
Career Opportunities: Architect (46521);USD;1-4;Mexico;aws cloud services, technical coding language, data engineering techniques, digital transformation strategies, software development lifecycle, consulting, domain expert, data science, program manager, telecom;n/a
Career Opportunities: Data Modeler (45409);USD;8-11;Mexico;data modeling techniques, sql proficiency, data governance standards, database design, data quality analysis, business requirements, data science, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Product Owner (46252);USD;13-15;Mexico;product management, agile methodologies, market research, leadership skills, cross functional collaboration, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Process Analyst;USD;1-3;Bengaluru, Chennai, Gurugram, Mumbai;data analysis expertise, sql proficiency, process improvement, gap analysis, user acceptance testing, data analytics, business analysis, process analyst, data science;n/a
Business Analyst Intern;USD;0;Bengaluru;data analysis, machine learning, statistical modeling, strategic thinking, communication skills, business analyst, data science, advanced analytics, san;n/a
Sales Operations Consultant;USD;7-10;Bengaluru;data analysis expertise, team leadership skills, strategic planning ability, strong communication skills, analytic framework development ###, visualization, sql, data science, advanced excel, consulting, tableau, consultant;n/a
Actuarial Analyst;USD;1-5;Bengaluru;quantitative analysis, data visualization, actuarial modeling, data analytics, programming proficiency, bi, dashboards, sql, database, java, data science, data analysis, tableau, forms;n/a
Senior Manager, Marketing Strategy & Analytics;USD;6-8;Bengaluru;data analysis, sql proficiency, marketing technology, people management, dashboard optimization, visualization, dashboards, director, data governance, security, data science, consulting, tableau, infrastructure, statistical analysis;n/a
Lead Business Analyst  Analytics Platform;USD;5-8;Bengaluru;business analysis expertise, analytics infrastructure design, sap analytics proficiency, data management skills, stakeholder collaboration, bi, data science, use cases, lead business analyst;n/a
Senior Consultant - Cyber Security Reporting Analyst;USD;2-5;Chennai;power bi reporting, etl processes, data analysis, aws s management, database proficiency, business requirements, information technology, storage, dashboards, sql, data science, reporting analyst, data analyst;n/a
Managing Principal  Data Governance;USD;1-2;Bengaluru;data governance expertise, business intelligence skills, data strategy development, machine learning proficiency, project management experience, data science, data analysis, consulting, director, business analysis;n/a
Career Opportunities: Product Owner (46252);USD;13-15;Mexico;product management expertise, agile methodologies experience, market research skills, strong leadership ability, communication proficiency, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Data Scientist (45446);USD;4-6;Mexico;machine learning algorithms, statistical analysis techniques, data wrangling techniques, predictive modeling development, data science tools, hive, sql, program manager, telecom, hadoop, technical skills, big data, python;n/a
Process Analyst;USD;1-3;Bengaluru, Chennai, Gurugram, Mumbai;data analysis expertise, sql proficiency, process improvement, gap analysis, user acceptance testing, data analytics, business analysis, process analyst, data science;n/a
Senior Data Scientist;USD;4-8;Hyderabad/Secunderabad;data analysis techniques, machine learning models, data visualization tools, statistical methods expertise, healthcare analytics experience, regression analysis, sql, data science, data scientist, data analytics, predictive analytics;n/a
Managing Principal  Data Governance;USD;1-2;Bengaluru;data governance expertise, business intelligence skills, data strategy development, machine learning proficiency, project management experience, data science, data analysis, consulting, director, business analysis;n/a
Business Intelligence Engineer, III, Amazon FinAuto - GREF Tech;USD;8-11;Hyderabad/Secunderabad;business intelligence, data visualization, advanced analytics, scripting automation, machine learning, data mining, bi, dashboards, sql, data science, information management, business analytics, tableau, predictive modeling, statistical analysis;n/a
Career Opportunities: Product Manager (46493);USD;5-8;Pune, Mexico;network operations, product management, data analysis, machine learning, effective communication, product roadmap, use cases, domain expert, user stories, data science, program manager, telecom, san, consulting, infrastructure;n/a
Career Opportunities: Senior Associate (46423);USD;4-6;Mexico;data visualization tools  sql querying  report development  data analysis  communication skills, bi, dashboards, data science, program manager, telecom, consulting, domain expert, data reports, tableau, data governance;n/a
Career Opportunities: Lead Business Analyst (45544);USD;10-13;Mexico;business process analysis, data driven insights, stakeholder collaboration, reporting and dashboards, business efficiency optimization, data analytics, consulting, domain expert, business analytics, data science, program manager, telecom;n/a
Senior Analyst;USD;5-10;Gurugram;data analysis techniques, sql & python proficiency, advanced visualization tools, pricing strategy expertise, collaborative teamwork, dashboards, advanced analytics, customer success, bi, security, data science, business analytics, tableau;n/a
Career Opportunities: Senior Associate (46423);USD;4-6;Mexico;data visualization tools, sql proficiency, dashboard design, data analysis, stakeholder communication, bi, dashboards, data science, program manager, telecom, consulting, domain expert, data reports, tableau, data governance;n/a
Career Opportunities: Associate (45339);USD;3-5;Mexico;data visualization, sql proficiency, dashboard design, data analysis, etl tools familiarity, bi, dashboards, data science, program manager, telecom, consulting, domain expert, data reports, tableau, data governance;n/a
Sales Operations Consultant;USD;7-10;Bengaluru;data analysis expertise, team leadership skills, strategic planning ability, strong communication skills, analytic framework development ###, visualization, sql, data science, advanced excel, consulting, tableau, consultant;n/a
Cluster Manager - Risk/Senior Cluster Ma...;USD;7-10;Pune;data quality management, data standardization techniques, data enrichment processes, stakeholder engagement, analytical problem solving, bi, storage, dashboards, sql, data science, brd, data analytics, sas;n/a
Area Manager - PL - Prime - T2;USD;2-3;Rajamahendravaram;data science analysis, team management, sales strategy execution, customer complaint resolution, data management skills, channel sales, team handling, area manager, marketing, team leader, build;n/a
Manager, Product Management;USD;5-7;Pune;product strategy development, data analytics expertise, cross functional leadership, user experience optimization, project management skills, product roadmap, security, data science, use cases, payment systems;n/a
Business Process Analyst;USD;3-5;Hyderabad/Secunderabad;data analysis, sql proficiency, python programming, quality control, business analytics, dashboards, security, data science, use cases, software engineering, data visualization, oracle, business process, analyst;n/a
Data Scientist - Bilingual;USD;2-5;Mexico;data science expertise, machine learning models, python proficiency, real time nlu systems, cloud platforms experience, scala, telecom protocols, sql, security, java, mobile, problem solving;n/a
Career Opportunities: Product Owner (46252);USD;13-15;Mexico;product management principles, agile methodologies, market research analysis, team collaboration, leadership skills, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Product Owner (45608);USD;8-10;Mexico;product management principles, agile methodologies, market research analysis, leadership skills, collaborative teamwork, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Career Opportunities: Product Owner (45608);USD;8-10;Mexico;product management principles, agile methodologies, market research analysis, communication skills, team leadership, user stories, data science, use cases, program manager, telecom, consulting, domain expert;n/a
Senior Analyst;USD;5-10;Gurugram;data analysis techniques, sql & python proficiency, advanced visualization tools, pricing strategy expertise, collaborative teamwork, dashboards, advanced analytics, customer success, bi, security, data science, business analytics, tableau;n/a
