name,salary,currency,experience,location,link,skills
IT бизнес/cистемный аналитик,300000,KZT,1–3,Астана / Казахстан,https://hh.ru/vacancy/127880907,"Бизнес-анализ, UML, BPMN, Бизнес-планирование, Деловая коммуникация, Автоматизация процессов, Реинжиниринг бизнес-процессов, Планирование, Проведение тестирований, SQL, Моделирование бизнес процессов, Оптимизация бизнес-процессов, Системный анализ, Постановка задач разработчикам, Приемочное тестирование, Моделирование бизнес-процессов"
Бизнес-аналитик (IT-компания),150000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127721378,"API, FTP, PostgreSQL, BPMN, ARIS, IDEF, UML, Написание процедур, Аналитическое мышление, Техническая документация, Написание технических заданий, Прототипирование"
Разработчик бизнес - аналитики ( BI),190000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/126264062,
Руководитель проекта\Бизнес аналитик,200000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/126544775,
Бизнес-аналитик,100000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127373997,"Power BI, Power Query, SQL, Работа с базами данных, MS Power BI, Bitrix, Java Script, Базы данных, Excel"
Бизнес-аналитик,2200,BYN,1–3,Минск / Беларусь,https://hh.ru/vacancy/127372155,
Товарный аналитик,120000,RUB,1–3,Новосибирск / Россия,https://hh.ru/vacancy/127571984,
Аналитик данных (Канал прямых продаж),250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127666985,"SQL, Python, Power BI, OLAP"
Бизнес-аналитик,130000,RUB,3–6,Красноярск / Россия,https://hh.ru/vacancy/121807165,
Business Analyst (BI team),2000,USD,3–6,Москва / Россия,https://hh.ru/vacancy/127683455,"Tableau, Mixpanel, Business Analysis, Бизнес-анализ, Разработка бизнес-требований, Английский — B1 — Средний"
Системный администратор / аналитик данных,30000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127507295,
Бизнес-аналитик (Middle/Middle+),300000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127630477,"BPMN, User Story, Use case, Figma, SQL, Бизнес-анализ, Организация работы сотрудников, Приемочное тестирование, Разработка пользовательской документации, Анализ бизнес-процессов, Разработка технических заданий, Аналитическое мышление, MS Excel, Active Directory, UML, Miro, Разработка функциональных требований, Разработка нефункциональных требований, Постановка задач разработчикам, Описание бизнес-процессов, Оптимизация бизнес-процессов, Разработка бизнес-требований, A/B тесты, A/A тесты, Atlassian Jira, Power BI, PlantUML, E-Commerce, Управление стейкхолдерами, Управление требованиями"
Аналитик данных Middle/Middle+ (power bi),160000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/126646010,"SQL, Анализ данных, Power BI, Аналитическое мышление, Деловая коммуникация, Работа с большим объемом информации"
Аналитик данных Middle/Middle+ (power bi),160000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/126645731,"Анализ данных, Power BI, Аналитическое мышление, SQL, Деловая коммуникация, Работа с большим объемом информации"
Data-инженер,220000,RUB,6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127470656,
Аналитик данных телепроектов,74000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127361453,
Аналитик коммерческий/аналитик отдела закупок/продуктовый аналитик,200000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127865382,"SQL, MS SQL, Исследовательский анализ данных, Power BI, Интерпретация данных, Формирование аналитической отчетности, Извлечение данных, Анализ требований, MS SQL Server, Управление товарными запасами, Планирование запасов, Анализ ассортиментной линейки, Планирование закупок, Работа с большим объемом информации, ABC-анализ"
Менеджер по продажам / Менеджер по работе с клиентами (Sales Manager: AI-инфраструктура/ML),1000,BYN,1–3,Минск / Беларусь,https://hh.ru/vacancy/127970127,"Подготовка коммерческих предложений, Прямые продажи, B2B Продажи, Деловая коммуникация, Заключение договоров, Навыки продаж, Поиск и привлечение клиентов, Навыки переговоров, Деловое общение, Деловая переписка, Активные продажи, Sales Skills, Оценка потребностей клиентов, Корпоративные продажи, Развитие ключевых клиентов, Русский — C1 — Продвинутый, Английский — C1 — Продвинутый"
